Datum,WGS 84
WP,DMX,VI4834,38,42.734,-9,8.353,09/29/2008,00:00:00,Elevador de Santa Justa от Iriska
WP,DMX,TR4841,50,13.406,12,52.818,09/11/2008,00:00:00,Карловы Вары. Камзик от emil72
WP,DMX,VI4862,46,25.930,6,54.550,10/23/2008,00:00:00,Монтрё от anyasan
WP,DMX,MV4863,47,21.132,8,29.261,10/19/2008,00:00:00,Гора Уетлиберг / Uetliberg от anyasan
WP,DMX,MV4865,46,57.342,8,16.676,10/20/2008,00:00:00,Пилатус от anyasan
WP,DMX,MV4867,46,31.334,6,38.125,10/24/2008,00:00:00,Олимпийская Лозанна от anyasan
WP,DMX,VI4875,38,44.148,-9,10.538,09/29/2008,00:00:00,Акведук "Cвободные воды" от Iriska
WP,DMX,VI4940,46,32.849,7,59.118,10/29/2008,00:00:00,Истоки Ледников от DenSity
WP,DMX,VI4969,43,28.454,40,30.318,11/02/2008,00:00:00,Очарование Малой Рицы от BonDsvCo
WP,DMX,TR4975,50,55.839,1,42.998,01/03/2008,00:00:00,Увидеть Британию. (Cap Blanc Nez) от Еврокешинг
WP,DMX,TR4976,50,50.407,1,35.861,01/03/2008,00:00:00,Атлантическая стена (Cap Gris-Nez) от Еврокешинг
WP,DMX,TR4978,49,43.019,-1,56.843,01/04/2008,00:00:00,Мыс Гаага (Cap de la Hague) от Еврокешинг
WP,DMX,VI4979,49,38.878,-1,37.023,01/04/2008,00:00:00,Морской город (La Cite De La Mer) от Еврокешинг
WP,DMX,VI4980,46,22.235,6,19.625,01/09/2008,00:00:00,Ивуар (Yvoire) от Еврокешинг
WP,DMX,TR4982,48,38.140,-1,30.632,01/04/2008,00:00:00,Жемчужина Франции! от Еврокешинг
WP,DMX,TR4996,44,12.043,109,9.068,08/16/2008,00:00:00,Бесконечность от Gek Finn
WP,DMX,TR4998,46,28.311,96,22.950,08/09/2008,00:00:00,Долина спящих драконов от Gek Finn
WP,DMX,VI4999,47,12.049,102,50.504,08/11/2008,00:00:00,Каракорум от Gek Finn
WP,DMX,VI5000,46,51.869,103,49.790,08/23/2008,00:00:00,Центр Монголии от Gek Finn
WP,DMX,TR5001,45,26.647,102,9.917,08/22/2008,00:00:00,Петроглифы Палу от Gek Finn
WP,DMX,VI5002,43,17.000,100,45.000,08/20/2008,00:00:00,Загадочная арка от Gek Finn
WP,DMX,VI5004,43,31.252,104,4.266,08/16/2008,00:00:00,Ледники Гоби от Gek Finn
WP,DMX,TR5005,43,13.139,101,11.307,08/17/2008,00:00:00,Гротовая гора от Gek Finn
WP,DMX,TR5013,46,2.510,6,37.035,01/09/2008,00:00:00,Грот под облаками (Grotte de Balme) от Еврокешинг
WP,DMX,TR5014,45,41.869,6,36.910,01/09/2008,00:00:00,Озеро в плену (Lac de Roselend) от Еврокешинг
WP,DMX,VI5018,45,50.752,6,55.896,01/10/2008,00:00:00,Выше всей Европы от Еврокешинг
WP,DMX,VI5021,47,32.633,9,40.933,01/06/2008,00:00:00,Швабское море & Cимвол Баварии (Боденское озеро) от Еврокешинг
